comuna,VCI
Cabo de Hornos,54.0
Timaukel,46.0
Punta Arenas,47.0
Río Verde,40.0
Porvenir,19.0
Natales,38.0
Primavera,3.0
Laguna Blanca,40.0
San Gregorio,14.0
Torres del Paine,39.0
