comuna,VCI
Villarrica,47.0
Pucón,67.0
Gorbea,48.0
Toltén,60.0
Pitrufquén,39.0
Curarrehue,72.0
Teodoro Schmidt,47.0
Freire,35.0
Saavedra,66.0
Cunco,51.0
Padre las Casas,44.0
Melipeuco,70.0
Temuco,45.0
Vilcún,39.0
Nueva Imperial,53.0
Cholchol,61.0
Carahue,75.0
Lautaro,39.0
Perquenco,26.0
Galvarino,54.0
Curacautín,55.0
Victoria,39.0
Lumaco,68.0
Traiguén,38.0
Lonquimay,56.0
Ercilla,47.0
Purén,76.0
Los Sauces,69.0
Collipulli,55.0
Renaico,59.0
Angol,72.0
Loncoche,51.0
