comuna,VCI
Parral,62.0
Retiro,62.0
Longaví,61.0
Pelluhue,78.0
Linares,61.0
Cauquenes,72.0
Villa Alegre,52.0
Colbún,56.0
Yerbas Buenas,49.0
Chanco,78.0
Empedrado,80.0
Pencahue,73.0
Constitución,87.0
Río Claro,57.0
Molina,63.0
Curepto,82.0
Sagrada Familia,62.0
Licantén,82.0
Curicó,62.0
Romeral,68.0
Rauco,68.0
Hualañé,74.0
Teno,70.0
Vichuquén,82.0
Maule,39.0
San Javier,63.0
San Clemente,59.0
Talca,39.0
Pelarco,61.0
San Rafael,59.0
