comuna,VCI
Tortel,28.0
O'Higgins,53.0
Cochrane,63.0
Chile Chico,67.0
Río Ibáñez,73.0
Coihaique,55.0
Lago Verde,61.0
Guaitecas,68.0
Aisén,54.0
Cisnes,59.0
