comuna,VCI
Taltal,24.0
Antofagasta,45.0
Sierra Gorda,0.0
Mejillones,29.0
San Pedro de Atacama,69.0
Tocopilla,23.0
María Elena,29.0
Calama,54.0
Ollagüe,68.0
