"","nom_com","A2000","A2001","A2002","A2003","A2004","A2005","A2006","A2007","A2008","A2009","A2010","A2011","A2012","A2013","A2014","A2015","A2016","A2017","A2018","A2019","A2020","A2021","A2022","A2023"
"6","Chañaral",35,17,18,14,16,17,17,14,13,16,32,28,21,19,17,100,28,55,24,18,14,17,14,4
"2","Huasco",55,9,64,9,32,13,4,2,12,2,26,62,13,13,6,16,3,100,11,5,12,4,34,8
"9","Freirina",51,8,85,14,26,15,8,1,17,2,24,61,11,14,9,29,6,100,19,7,22,4,31,9
"4","Copiapó",51,10,21,7,24,14,5,4,9,3,37,32,11,6,12,54,10,100,14,7,8,10,26,10
"7","Diego de Almagro",23,12,13,12,15,13,16,12,10,13,30,25,21,20,22,100,34,53,33,27,27,24,17,10
"5","Caldera",56,9,14,5,19,14,5,4,5,6,88,35,12,7,13,31,7,87,9,5,6,12,23,11
"1","Vallenar",50,12,75,17,24,10,5,3,7,2,29,21,5,6,5,54,10,100,21,12,13,5,24,14
"3","Tierra Amarilla",43,27,33,24,27,23,14,14,10,9,31,21,16,20,14,100,35,79,37,24,23,23,19,15
"8","Alto del Carmen",39,22,85,35,27,21,13,11,11,7,24,13,4,13,10,79,29,86,31,21,16,12,18,22
