comuna,VCI
Alhué,75.0
San Pedro,88.0
Paine,71.0
Isla de Maipo,75.0
Buin,74.0
Talagante,79.0
El Monte,73.0
Melipilla,83.0
Peñaflor,76.0
Pirque,75.0
Calera de Tango,87.0
Padre Hurtado,76.0
María Pinto,80.0
Curacaví,77.0
Lampa,81.0
San José de Maipo,57.0
Colina,100.0
Tiltil,92.0
