comuna,VCI
Quellón,71.0
Palena,74.0
Futaleufú,78.0
Queilén,57.0
Puqueldón,39.0
Chonchi,51.0
Quinchao,52.0
Curaco de Vélez,40.0
Castro,40.0
Dalcahue,56.0
Chaitén,76.0
Quemchi,47.0
Ancud,51.0
Hualaihué,72.0
Calbuco,44.0
Maullín,48.0
Puerto Montt,34.0
Cochamó,72.0
Los Muermos,30.0
Llanquihue,23.0
Fresia,41.0
Frutillar,23.0
Purranque,33.0
Puerto Varas,44.0
Puerto Octay,34.0
Río Negro,33.0
Puyehue,31.0
Osorno,25.0
San Pablo,33.0
San Juan de La Costa,61.0
